,0,1,2
2187,1097,1510,0
2188,118,508,0
2189,1152,1566,0
2192,400,1502,1
2193,424,1610,1
2195,27,688,0
2196,8,700,0
2198,1006,1503,0
2200,1011,1504,0
2201,1058,1645,0
2202,402,1422,1
2204,105,514,0
2205,484,1490,1
2207,1059,1624,0
2208,1019,1673,0
2209,1150,1610,0
2210,38,517,0
2211,10,583,0
2214,43,574,0
2215,79,606,0
2216,127,535,0
2218,1010,1535,0
2219,1030,1590,0
2220,1065,1614,0
2221,168,630,0
2222,1011,1627,0
2223,1196,1656,0
2225,1132,1677,0
2227,464,1642,1
2228,1108,1659,0
2229,1172,1638,0
2231,1088,1650,0
2232,1131,1592,0
2233,13,668,0
2234,1166,1590,0
2235,177,550,0
2236,61,651,0
2238,392,1518,1
2239,746,1874,1
2240,63,632,0
2241,1053,1521,0
2242,163,641,0
2244,1155,1552,0
2245,132,699,0
2247,1195,1633,0
2248,157,508,0
2249,157,507,0
2250,1023,1613,0
2251,31,544,0
2252,482,1578,1
2254,1153,1605,0
2257,732,1686,1
2259,1124,1552,0
2260,30,537,0
2261,62,628,0
2262,1022,1671,0
2263,476,1508,1
2264,130,683,0
2265,476,1686,1
2266,43,694,0
2267,1118,1597,0
2269,125,542,0
2270,1107,1506,0
2272,1076,1599,0
2273,1009,1554,0
2276,1084,1605,0
2277,452,1764,1
2280,1095,1561,0
2281,1168,1533,0
2282,11,561,0
2284,1062,1575,0
2286,1099,1529,0
2289,350,1630,1
2293,10,537,0
2294,1002,1675,0
2295,1016,1553,0
2296,1174,1565,0
2298,6,623,0
2300,177,690,0
2301,119,693,0
2302,1005,1696,0
2303,119,570,0
2304,1011,1569,0
2306,1107,1592,0
2307,1157,1539,0
2309,1179,1570,0
2310,14,680,0
2311,732,1546,1
2312,67,539,0
2313,148,529,0
2315,1138,1688,0
2317,442,1502,1
2319,195,524,0
2320,310,1666,1
2321,1156,1546,0
2322,53,690,0
2324,19,529,0
2325,1030,1678,0
2326,1186,1564,0
2329,17,528,0
2330,794,1860,1
2331,1178,1536,0
2332,133,662,0
2334,1016,1601,0
2336,1132,1545,0
2338,1150,1598,0
2340,1122,1559,0
2341,178,551,0
2342,107,575,0
2344,117,518,0
2346,1109,1557,0
2347,116,510,0
2348,125,618,0
2349,5,526,0
2351,784,1594,1
2352,1178,1538,0
2353,170,503,0
2355,118,600,0
2357,580,1682,1
2358,704,1600,1
2360,199,517,0
2362,107,600,0
2363,344,1584,1
2366,121,655,0
2367,1192,1603,0
2368,724,1522,1
2369,446,1682,1
2370,69,551,0
2371,21,665,0
2373,190,557,0
2375,3,562,0
2376,57,542,0
2377,173,602,0
2378,1051,1616,0
2379,186,591,0
2382,390,1868,1
2386,1159,1525,0
2387,19,607,0
2388,328,1558,1
2389,77,528,0
2390,458,1512,1
2392,1194,1665,0
2394,40,620,0
2395,111,620,0
2397,119,558,0
2399,1082,1540,0
2400,186,562,0
2401,12,671,0
2402,57,529,0
2405,1024,1580,0
2406,1096,1513,0
2408,80,520,0
2410,1017,1609,0
2412,1069,1639,0
2414,428,1496,1
2415,10,679,0
2416,1129,1505,0
2417,57,697,0
2420,111,595,0
2421,1080,1590,0
2422,412,1534,1
2423,48,509,0
2424,1157,1680,0
2425,1047,1657,0
2426,1086,1516,0
2428,1032,1564,0
2430,508,1654,1
2431,1087,1515,0
2432,350,1866,1
2433,438,1530,1
2434,111,598,0
2436,94,680,0
2437,1085,1590,0
2441,97,637,0
2442,101,537,0
2443,63,558,0
2444,1020,1697,0
2446,55,615,0
2447,200,542,0
2449,112,551,0
2450,1196,1539,0
2451,1093,1627,0
2452,718,1572,1
2455,140,635,0
2456,142,531,0
2459,322,1600,1
2468,1010,1621,0
2469,1100,1668,0
2470,338,1826,1
2473,1100,1533,0
2479,68,675,0
2481,1032,1686,0
2482,1185,1691,0
2485,1178,1684,0
2486,1155,1518,0
2489,532,1790,1
2490,30,647,0
2491,1033,1503,0
2493,1133,1545,0
2494,1102,1554,0
2495,1040,1595,0
2496,160,594,0
2497,1096,1657,0
2498,314,1672,1
2499,87,543,0
2500,1040,1691,0
2503,1179,1577,0
2504,318,1596,1
2505,37,569,0
2506,1109,1555,0
2507,364,1622,1
2509,1112,1675,0
2510,488,1586,1
2512,149,637,0
2514,148,639,0
2515,788,1652,1
2516,140,666,0
2517,1114,1690,0
2518,436,1530,1
2519,1040,1508,0
2520,1169,1675,0
2524,51,559,0
2525,1047,1675,0
2527,1158,1585,0
2529,1195,1687,0
2530,48,612,0
2532,760,1646,1
2534,798,1542,1
2535,1168,1561,0
2537,1015,1598,0
2540,780,1622,1
2541,1054,1519,0
2542,1099,1692,0
2543,516,2000,1
2545,1043,1681,0
2547,410,1644,1
2548,26,585,0
2551,1121,1502,0
2553,794,1648,1
2556,151,586,0
2557,1095,1578,0
2559,11,568,0
2560,167,527,0
2561,1133,1510,0
2565,116,540,0
2566,148,689,0
2567,152,532,0
2569,1181,1551,0
2570,69,607,0
2572,1143,1533,0
2573,1017,1577,0
2574,612,1642,1
2576,98,681,0
2577,1106,1522,0
2578,130,521,0
2579,1037,1541,0
2582,46,650,0
2584,84,514,0
2586,153,533,0
2587,91,684,0
2588,710,1412,1
2590,1156,1509,0
2591,199,672,0
2592,58,689,0
2593,1132,1548,0
2594,1140,1623,0
2595,338,1510,1
2596,125,634,0
2598,187,522,0
2600,181,562,0
2601,374,1494,1
2602,1071,1582,0
2603,1064,1554,0
2605,1160,1572,0
2608,22,688,0
2609,1145,1616,0
2610,130,630,0
2611,1197,1556,0
2613,1173,1583,0
2616,1133,1605,0
2617,89,587,0
2620,744,1628,1
2621,426,1650,1
2622,1057,1560,0
2623,682,1460,1
2624,1046,1699,0
2626,45,578,0
2627,134,567,0
2628,159,691,0
2630,27,679,0
2631,332,1536,1
2633,1012,1531,0
2636,1049,1616,0
2637,1133,1569,0
2638,28,590,0
2639,44,646,0
2640,103,548,0
2642,188,510,0
2643,53,653,0
2644,1057,1636,0
2645,1114,1595,0
2646,1153,1668,0
2648,1049,1624,0
2649,1040,1538,0
2653,1051,1528,0
2654,156,651,0
2655,30,547,0
2656,1126,1616,0
2658,1011,1563,0
2659,1086,1609,0
2661,1136,1608,0
2663,1048,1662,0
2665,50,636,0
2666,1035,1631,0
2667,1082,1622,0
2668,148,664,0
2670,712,1610,1
2673,1154,1679,0
2675,69,636,0
2677,152,580,0
2678,1101,1568,0
2679,63,510,0
2680,1182,1610,0
2681,1159,1600,0
2683,1028,1543,0
2688,1041,1698,0
2689,1180,1595,0
2690,1109,1500,0
2691,1099,1565,0
2692,30,592,0
2693,127,688,0
2694,1200,1684,0
2695,1075,1662,0
2696,1030,1635,0
2697,1125,1674,0
2699,77,523,0
2700,1111,1544,0
2701,1096,1506,0
2704,35,500,0
2706,52,605,0
2708,796,1620,1
2709,115,673,0
2710,1059,1507,0
2711,69,686,0
2713,1069,1643,0
2714,1070,1670,0
2717,1013,1631,0
2718,774,1484,1
2719,26,507,0
2720,488,1710,1
2722,131,571,0
2725,460,1674,1
2730,132,645,0
2731,580,1636,1
2732,1008,1693,0
2734,1173,1575,0
2735,1167,1686,0
2736,81,566,0
2737,118,504,0
2738,154,599,0
2739,1062,1513,0
2740,304,1642,1
2741,612,1926,1
2743,1046,1633,0
2744,19,636,0
2746,1039,1577,0
2747,354,1486,1
2748,29,527,0
2749,92,626,0
2751,322,1692,1
2752,782,1670,1
2753,1172,1558,0
2754,27,596,0
2755,1168,1581,0
2756,1164,1654,0
2758,27,624,0
2759,1164,1525,0
2762,1106,1648,0
2763,110,661,0
2764,1151,1697,0
2765,200,613,0
2766,169,503,0
2767,428,1440,1
2768,1023,1641,0
2769,194,517,0
2770,1151,1549,0
2771,28,571,0
2774,164,563,0
2775,1095,1622,0
2777,181,619,0
2778,67,618,0
2779,752,1534,1
2780,1011,1667,0
2781,788,1696,1
2782,1192,1594,0
2783,1105,1661,0
2784,1089,1612,0
2785,136,542,0
2786,1122,1647,0
2787,1087,1696,0
2790,1016,1572,0
2795,1064,1540,0
2796,1127,1558,0
2798,1017,1556,0
2799,462,1860,1
2800,162,525,0
2801,1143,1690,0
2802,69,549,0
2804,472,1560,1
2805,1079,1614,0
2806,456,1504,1
2807,726,1666,1
2808,352,1626,1
2809,1012,1642,0
2811,450,1594,1
2812,796,1522,1
2813,344,1508,1
2814,1056,1694,0
2816,494,1698,1
2817,310,1738,1
2818,1159,1557,0
2822,1084,1680,0
2823,200,669,0
2824,74,665,0
2825,1052,1522,0
2828,1075,1639,0
2829,1138,1501,0
2830,127,611,0
2832,1067,1635,0
2833,1069,1507,0
2834,100,502,0
2837,1130,1675,0
2838,1019,1623,0
2841,187,564,0
2842,782,1650,1
2843,792,1656,1
2844,1143,1529,0
2845,750,1680,1
2846,374,1618,1
2848,196,563,0
2849,1194,1584,0
2850,1111,1690,0
2851,1005,1575,0
2853,306,1690,1
2854,63,606,0
2856,72,576,0
2858,33,689,0
2859,1173,1525,0
2860,1083,1686,0
2862,193,510,0
2863,1115,1595,0
2864,1009,1599,0
2865,75,524,0
2867,83,518,0
2868,76,582,0
2869,47,525,0
2870,708,1946,1
2871,1174,1591,0
2872,316,1442,1
2873,39,500,0
2874,93,603,0
2875,766,1598,1
2876,64,503,0
2877,15,592,0
2879,1199,1700,0
2880,79,523,0
2881,173,636,0
2884,730,1822,1
2885,140,630,0
2886,1063,1533,0
2887,42,527,0
2888,1143,1508,0
2889,1155,1592,0
2891,162,524,0
2893,1037,1614,0
2894,1084,1631,0
2896,44,546,0
2899,161,500,0
2900,610,1664,1
2902,768,1656,1
2904,462,1582,1
2905,179,669,0
2908,70,549,0
2909,516,1938,1
2912,108,556,0
2914,112,603,0
2915,152,659,0
2916,104,510,0
2917,1090,1669,0
2918,350,1900,1
2919,1096,1699,0
2920,1128,1502,0
2921,142,626,0
2922,199,659,0
2923,39,612,0
2924,508,1796,1
2925,51,585,0
2928,1042,1625,0
2930,101,691,0
2931,1179,1509,0
2932,129,654,0
2933,182,518,0
2935,1056,1518,0
2936,176,673,0
2938,141,529,0
2940,1008,1527,0
2941,39,657,0
2942,91,554,0
2944,133,671,0
2946,56,533,0
2947,137,529,0
2948,1135,1557,0
2953,374,1574,1
2956,82,543,0
2957,358,1620,1
2958,92,581,0
2959,37,583,0
2960,1169,1560,0
2961,47,689,0
2963,22,551,0
2965,1177,1621,0
2966,53,648,0
2967,1161,1677,0
2968,67,643,0
2970,716,1650,1
2971,142,648,0
2973,1026,1628,0
2974,1055,1617,0
2975,1187,1580,0
2976,200,685,0
2977,2,540,0
2979,59,522,0
2982,1027,1641,0
2984,1190,1566,0
2985,1063,1529,0
2986,92,541,0
2988,1086,1524,0
2989,49,572,0
2990,50,550,0
2991,29,601,0
2992,182,693,0
2993,760,1540,1
2995,752,1554,1
2996,90,626,0
2998,1095,1562,0
2999,1063,1648,0
3000,1138,1632,0
3001,702,1668,1
3002,480,1700,1
3003,29,511,0
3004,152,621,0
3007,38,635,0
3009,117,689,0
3010,760,1584,1
3011,14,689,0
3012,1116,1566,0
3013,1073,1534,0
3014,100,644,0
3015,1086,1607,0
3016,1015,1512,0
3017,123,526,0
3018,1030,1558,0
3019,446,1686,1
3024,1075,1593,0
3025,15,618,0
3026,462,1656,1
3027,87,680,0
3029,1163,1532,0
3030,776,1404,1
3033,90,551,0
3034,1199,1573,0
3035,127,696,0
3037,1199,1698,0
3040,476,1596,1
3041,35,557,0
3042,336,1668,1
3043,146,594,0
3044,96,657,0
3045,494,1652,1
3046,74,507,0
3050,478,1868,1
3051,1041,1599,0
3061,195,625,0
3062,78,520,0
3063,484,1592,1
3064,60,671,0
3065,8,563,0
3067,198,541,0
3069,54,528,0
3070,84,655,0
3071,185,658,0
3073,752,1642,1
3075,800,1654,1
3076,29,698,0
3078,121,671,0
3079,1020,1563,0
3081,322,1636,1
3082,99,534,0
3083,712,1540,1
3085,1027,1621,0
3086,181,586,0
3087,166,634,0
3092,57,656,0
3093,1069,1597,0
3094,24,518,0
3096,150,616,0
3097,85,647,0
3098,150,580,0
3100,1044,1670,0
3101,165,579,0
3102,1152,1516,0
3103,414,1620,1
3105,10,673,0
3106,110,586,0
3107,580,1488,1
3109,193,604,0
3111,1175,1558,0
3113,1170,1526,0
3114,1144,1692,0
3115,1166,1516,0
3116,1047,1581,0
3119,1078,1611,0
3120,4,580,0
3121,1017,1633,0
3122,792,1500,1
3124,30,604,0
3125,1013,1555,0
3126,79,501,0
3127,135,675,0
3128,1073,1651,0
3129,1152,1506,0
3130,484,1976,1
3131,62,587,0
3133,580,1490,1
3135,350,1976,1
3137,16,657,0
3138,1060,1586,0
3139,516,1686,1
3140,1173,1500,0
3141,1148,1641,0
3142,5,652,0
3143,65,674,0
3144,15,603,0
3147,13,560,0
3150,144,662,0
3151,358,1696,1
3152,65,528,0
3153,1200,1550,0
3155,1169,1535,0
3159,16,694,0
3160,1197,1615,0
3161,15,691,0
3162,84,532,0
3163,3,533,0
3164,472,1534,1
3165,1076,1630,0
3168,190,648,0
3169,580,1408,1
3170,722,1564,1
3171,139,512,0
3172,1071,1652,0
3173,796,1642,1
3174,174,672,0
3175,1042,1603,0
3178,1,581,0
3179,466,1596,1
3181,774,1906,1
3182,1122,1567,0
3184,172,502,0
3187,101,650,0
3189,101,687,0
3190,17,638,0
3191,111,540,0
3192,143,603,0
3195,1096,1681,0
3196,1173,1649,0
3199,746,1628,1
3200,1195,1635,0
3201,152,624,0
3202,1150,1553,0
3203,64,584,0
3204,1072,1608,0
3205,1184,1682,0
3206,458,1808,1
3207,1140,1573,0
3209,75,593,0
3210,1135,1568,0
3211,1104,1629,0
3212,450,1562,1
3214,1161,1627,0
3215,1086,1673,0
3216,432,1578,1
3217,436,1592,1
3218,1054,1514,0
3220,56,657,0
3222,1078,1633,0
3223,50,584,0
3226,75,545,0
3229,740,1550,1
3231,9,588,0
3232,1110,1591,0
3234,446,1536,1
3235,1028,1511,0
3236,181,638,0
3237,139,697,0
3238,116,700,0
3239,36,687,0
3242,149,650,0
3243,1024,1521,0
3244,1054,1518,0
3245,1046,1693,0
3246,81,515,0
3247,1108,1632,0
3248,1039,1585,0
3249,1126,1624,0
3251,141,663,0
3252,1075,1598,0
3253,1118,1534,0
3254,344,1708,1
3255,200,648,0
3256,370,1598,1
3257,164,517,0
3258,195,692,0
3259,1103,1541,0
3262,27,656,0
3264,1157,1547,0
3266,1102,1682,0
3267,90,617,0
3269,175,679,0
3270,71,683,0
3271,1022,1638,0
3272,52,555,0
3273,1001,1581,0
3274,416,1620,1
3275,442,1622,1
3276,1085,1583,0
3277,1055,1532,0
3279,394,1550,1
3280,7,570,0
3282,444,1520,1
3283,426,1602,1
3284,64,696,0
3285,185,561,0
3287,1164,1700,0
3288,1077,1592,0
3292,498,1690,1
3293,1070,1622,0
3294,17,673,0
3295,1184,1585,0
3297,1186,1651,0
3298,384,1640,1
3299,1028,1663,0
3301,100,614,0
3304,89,557,0
3306,198,668,0
3307,1134,1525,0
3308,74,694,0
3310,1064,1620,0
3311,24,537,0
3312,1161,1673,0
3314,1174,1590,0
3317,1005,1526,0
3318,788,1654,1
3320,50,698,0
3321,1118,1620,0
3322,16,543,0
3324,1135,1654,0
3325,1182,1674,0
3326,1066,1682,0
3328,1014,1695,0
3330,336,1868,1
3331,168,571,0
3334,1187,1635,0
3335,1020,1602,0
3336,618,1444,1
3338,41,694,0
3339,384,1664,1
3342,1115,1575,0
3343,378,1968,1
3344,346,1698,1
3345,1072,1647,0
3347,140,592,0
3349,167,588,0
3350,800,1430,1
3351,1145,1591,0
3352,1136,1584,0
3353,43,504,0
3354,1161,1550,0
3355,47,599,0
3357,161,684,0
3358,1045,1569,0
3359,338,1936,1
3360,193,562,0
3362,1023,1674,0
3363,1120,1700,0
3364,724,1560,1
3365,1148,1634,0
3372,492,1696,1
3373,3,540,0
3374,11,524,0
3375,416,1644,1
3376,66,672,0
3379,147,605,0
3381,1009,1593,0
3382,1010,1673,0
3384,1168,1560,0
3385,126,580,0
3388,1089,1697,0
3389,1096,1571,0
3390,131,680,0
3392,89,549,0
3394,1184,1610,0
3395,408,1552,1
3396,402,1796,1
3397,1034,1604,0
3399,6,605,0
3400,380,1828,1
3401,362,1616,1
3402,618,1850,1
3403,77,624,0
3406,304,1626,1
3407,96,571,0
3408,46,658,0
3411,768,1680,1
3412,344,1670,1
3413,70,699,0
3414,1113,1612,0
3415,1141,1684,0
3416,426,1510,1
3420,45,545,0
3421,169,560,0
3422,1178,1626,0
3423,1167,1700,0
3424,31,605,0
3426,42,504,0
3427,185,506,0
3428,1094,1550,0
3429,1019,1633,0
3434,1107,1564,0
3438,440,1676,1
3439,142,534,0
3440,434,1594,1
3443,1157,1649,0
3444,122,677,0
3447,708,1748,1
3448,83,663,0
3451,1082,1509,0
3452,54,618,0
3453,137,630,0
3455,49,555,0
3456,1034,1595,0
3457,44,584,0
3461,508,1844,1
3462,1082,1557,0
3465,200,535,0
3466,448,1624,1
3467,188,546,0
3470,69,513,0
3471,1157,1551,0
3472,1130,1672,0
3473,742,1676,1
3474,1200,1650,0
3477,85,678,0
3479,76,576,0
3480,1114,1558,0
3482,53,625,0
3484,5,576,0
3485,1045,1640,0
3487,766,1518,1
3488,1168,1660,0
3489,1015,1533,0
3491,1016,1640,0
3499,84,554,0
3500,740,1614,1
3502,1086,1641,0
3504,138,533,0
3506,714,1582,1
3507,154,530,0
3508,1053,1572,0
3510,380,1700,1
3511,94,683,0
3514,123,513,0
3515,107,521,0
3516,200,661,0
3518,1008,1658,0
3519,9,689,0
3520,618,1964,1
3521,320,1700,1
3522,124,528,0
3524,1006,1675,0
3528,1064,1632,0
3530,83,529,0
3531,88,619,0
3532,334,1516,1
3535,1196,1604,0
3537,151,585,0
3540,1031,1548,0
3541,166,604,0
3542,1148,1522,0
3545,408,1542,1
3546,37,599,0
3547,35,579,0
3549,102,544,0
3550,1195,1666,0
3553,13,684,0
3554,1099,1659,0
3555,63,553,0
3556,1125,1508,0
3557,1096,1688,0
3558,166,608,0
3560,330,1632,1
3562,169,644,0
3563,780,1968,1
3564,195,594,0
3565,13,518,0
3566,1070,1601,0
3567,192,631,0
3568,196,561,0
3569,1187,1614,0
3570,464,1608,1
3571,143,644,0
3573,97,670,0
3574,1008,1524,0
3575,360,1658,1
3576,1179,1589,0
3577,93,643,0
3578,1051,1661,0
3579,33,639,0
3580,68,681,0
3581,1162,1539,0
3582,106,640,0
3584,382,1518,1
3585,1038,1620,0
3586,67,599,0
3587,1065,1590,0
3588,1170,1536,0
3590,78,598,0
3593,129,681,0
3595,1036,1525,0
3596,1139,1597,0
3597,1054,1588,0
3602,1066,1680,0
3606,398,1610,1
3608,452,1734,1
3609,78,627,0
3612,125,642,0
3614,189,533,0
3616,125,676,0
3617,1062,1635,0
3619,336,1676,1
3620,122,657,0
3621,1156,1518,0
3622,1046,1500,0
3624,610,1950,1
3625,1033,1525,0
3626,1059,1506,0
3627,1195,1632,0
3628,3,524,0
3629,1102,1544,0
3630,748,1602,1
3632,360,1694,1
3633,86,542,0
3634,778,1874,1
3635,1062,1652,0
3636,126,572,0
3638,35,677,0
3639,1041,1526,0
3641,580,1440,1
3643,156,503,0
3645,191,640,0
3646,18,635,0
3648,1087,1646,0
3649,1120,1694,0
3650,1150,1635,0
3651,187,582,0
3652,120,570,0
3653,132,559,0
3654,37,562,0
3655,30,563,0
3656,1098,1624,0
3657,1025,1638,0
3658,318,1458,1
3659,1069,1626,0
3660,1060,1547,0
3661,484,1566,1
3662,1,502,0
3666,20,561,0
3668,354,1520,1
3669,1095,1514,0
3670,1102,1611,0
3671,428,1636,1
3672,64,558,0
3673,1200,1652,0
3674,1093,1549,0
3675,462,1652,1
3676,19,638,0
3677,480,1860,1
3680,1091,1654,0
3682,1095,1581,0
3685,35,563,0
3687,1082,1619,0
3688,1189,1557,0
3689,170,556,0
3690,53,599,0
3691,32,503,0
3692,1088,1520,0
3693,418,1420,1
3695,95,579,0
3697,17,619,0
3699,4,629,0
3701,1086,1651,0
3703,185,636,0
3704,69,585,0
3705,133,614,0
3707,144,542,0
3709,714,1538,1
3711,330,1582,1
3712,318,1918,1
3713,35,541,0
3714,38,666,0
3715,161,545,0
3716,1068,1697,0
3718,42,586,0
3720,1196,1672,0
3722,1193,1683,0
3723,1115,1647,0
3725,792,1686,1
3726,718,1502,1
3727,1173,1610,0
3728,320,1552,1
3729,714,1660,1
3730,1165,1624,0
3731,183,540,0
3732,51,503,0
3734,1075,1660,0
3735,488,1652,1
3736,454,1602,1
3737,1030,1622,0
3739,508,1440,1
3740,122,653,0
3741,406,1600,1
3746,468,1664,1
3747,406,1544,1
3748,1147,1535,0
3749,492,1630,1
3750,532,1668,1
3752,308,1652,1
3753,79,572,0
3754,1114,1619,0
3755,1169,1661,0
3756,98,615,0
3757,24,514,0
3758,320,1624,1
3759,1107,1613,0
3761,49,608,0
3762,1166,1661,0
3763,112,597,0
3764,1051,1545,0
3766,33,682,0
3767,1056,1555,0
3768,1188,1617,0
3769,1016,1662,0
3770,1040,1625,0
3773,21,667,0
3775,1140,1549,0
3776,166,561,0
3778,420,1622,1
3779,88,550,0
3784,130,519,0
3785,124,666,0
3786,486,1584,1
3788,1015,1642,0
3789,92,532,0
3790,436,1622,1
3792,180,568,0
3793,112,633,0
3794,10,502,0
3795,318,1526,1
3797,194,566,0
3799,1075,1574,0
3800,1080,1548,0
3801,1173,1626,0
3803,65,609,0
3807,1095,1644,0
3808,428,1956,1
3810,1168,1695,0
3811,1180,1539,0
3812,119,542,0
3814,1120,1567,0
3815,1022,1542,0
3816,15,571,0
3817,198,571,0
3818,1037,1637,0
3820,618,1528,1
3821,450,1646,1
3822,93,639,0
3823,99,646,0
3824,1090,1666,0
3825,198,687,0
3826,736,1534,1
3827,1180,1528,0
3828,177,679,0
3831,170,500,0
3832,1004,1609,0
3833,1074,1509,0
3835,1192,1551,0
3836,74,581,0
3837,460,1986,1
3840,176,649,0
3841,71,596,0
3843,109,595,0
3844,164,585,0
3845,144,572,0
3846,798,1534,1
3847,50,545,0
3848,144,597,0
3849,1174,1543,0
3850,1103,1651,0
3851,1071,1697,0
3853,580,1436,1
3854,1121,1524,0
3856,1050,1665,0
3858,1049,1551,0
3860,322,1912,1
3861,1045,1564,0
3863,1086,1588,0
3864,142,526,0
3865,366,1620,1
3868,308,1582,1
3869,1047,1640,0
3872,738,1664,1
3873,172,609,0
3875,79,623,0
3876,1009,1611,0
3877,1070,1658,0
3879,1095,1503,0
3881,123,566,0
3882,1160,1658,0
3883,1174,1584,0
3885,49,525,0
3886,1011,1649,0
3887,704,1594,1
3888,1070,1574,0
3890,60,535,0
3891,1137,1577,0
3893,9,688,0
3894,188,536,0
3895,1196,1642,0
3897,318,1856,1
3898,1035,1612,0
3899,91,667,0
3901,1157,1529,0
3905,1147,1505,0
3907,338,1784,1
3908,1121,1615,0
3909,1089,1616,0
3910,704,1606,1
3912,732,1662,1
3913,1199,1530,0
3914,1054,1631,0
3916,1108,1610,0
3917,15,550,0
3918,1056,1601,0
3919,1054,1658,0
3920,1061,1557,0
3921,338,1896,1
3922,127,606,0
3923,404,1524,1
3928,148,665,0
3929,488,1442,1
3937,1010,1607,0
3938,1137,1667,0
3939,1148,1609,0
3940,1149,1504,0
3942,36,555,0
3943,55,638,0
3945,1168,1577,0
3946,1023,1585,0
3948,1196,1572,0
3949,70,668,0
3953,370,1804,1
3954,374,1588,1
3955,356,1946,1
3956,18,643,0
3958,310,1624,1
3959,618,1768,1
3960,59,589,0
3962,58,505,0
3963,1003,1558,0
3964,179,658,0
3965,1014,1575,0
3966,91,555,0
3967,20,545,0
3968,380,1742,1
3969,1123,1624,0
3970,402,1758,1
3973,1046,1695,0
3975,169,601,0
3976,1059,1674,0
3977,1017,1506,0
3979,39,580,0
3980,186,556,0
3981,193,538,0
3982,148,609,0
3983,334,1412,1
3984,32,538,0
3986,200,675,0
3987,16,519,0
3988,70,621,0
3989,149,630,0
3990,516,1518,1
3991,728,1738,1
3992,183,588,0
3993,1192,1552,0
3995,1043,1634,0
3996,62,543,0
3997,177,665,0
3999,1097,1533,0
4001,1001,1646,0
4002,44,651,0
4003,9,512,0
4004,83,560,0
4005,444,1512,1
4007,52,557,0
4008,12,511,0
4011,484,1828,1
4014,161,620,0
4015,1022,1667,0
4016,386,1508,1
4017,402,1692,1
4018,96,526,0
4021,88,560,0
4022,135,522,0
4025,1048,1537,0
4027,125,615,0
4028,452,1698,1
4029,1078,1691,0
4030,1070,1543,0
4031,780,1668,1
4034,1169,1585,0
4035,107,667,0
4038,712,1614,1
4039,50,639,0
4040,36,502,0
4041,710,1602,1
4042,86,643,0
4044,1096,1544,0
4045,790,1898,1
4048,414,1704,1
4049,1200,1516,0
4050,484,1836,1
4051,424,1592,1
4054,167,594,0
4055,452,1844,1
4057,1145,1602,0
4059,181,673,0
4061,618,1456,1
4064,682,1892,1
4066,314,1576,1
4067,350,1992,1
4068,126,659,0
4069,1012,1606,0
4070,1148,1673,0
4071,1038,1619,0
4073,1034,1565,0
4075,103,535,0
4076,356,1710,1
4078,1173,1567,0
4079,18,575,0
4080,1011,1531,0
4081,756,1680,1
4082,1009,1538,0
4083,73,564,0
4084,354,1574,1
4087,27,686,0
4090,386,1608,1
4091,96,582,0
4092,1200,1573,0
4093,1118,1541,0
4094,145,681,0
4097,398,1564,1
4101,36,685,0
4102,1158,1538,0
4103,1040,1504,0
4105,458,1402,1
4107,187,624,0
4108,1011,1514,0
4110,41,629,0
4111,112,650,0
4115,702,1810,1
4116,65,608,0
4117,50,605,0
4118,786,1654,1
4119,95,568,0
4122,190,654,0
4123,1111,1595,0
4124,408,1486,1
4125,488,1698,1
4128,314,1978,1
4129,184,699,0
4130,1056,1567,0
4133,310,1698,1
4137,404,1558,1
4138,452,1436,1
4139,714,1534,1
4140,1160,1639,0
4141,1194,1675,0
4142,1141,1600,0
4144,5,636,0
4145,157,627,0
4146,25,660,0
4149,170,506,0
4150,1093,1577,0
4152,1172,1678,0
4153,38,564,0
4155,33,581,0
4157,492,1512,1
4158,133,644,0
4159,84,678,0
4160,1013,1519,0
4163,1074,1535,0
4164,1106,1505,0
4166,1197,1621,0
4167,1100,1652,0
4169,33,579,0
4170,436,1522,1
4171,1028,1567,0
4172,1062,1690,0
4173,730,1624,1
4174,59,672,0
4175,1141,1518,0
4177,316,1488,1
4178,340,1520,1
4179,118,505,0
4180,1100,1582,0
4181,151,559,0
4183,374,1642,1
4184,1154,1607,0
4185,88,628,0
4186,352,1546,1
4187,1072,1664,0
4189,362,1678,1
4190,120,626,0
4192,160,618,0
4193,117,510,0
4194,135,586,0
4195,342,1846,1
4196,132,700,0
4198,66,505,0
4199,1004,1551,0
4200,1076,1519,0
4202,1083,1685,0
4204,185,588,0
4205,141,691,0
4206,34,576,0
4207,400,1682,1
4208,426,1860,1
4209,191,573,0
4210,112,631,0
4213,374,1490,1
4214,34,500,0
4215,1130,1537,0
4216,708,1662,1
4217,5,596,0
4218,71,549,0
4222,53,631,0
4223,452,1462,1
4225,6,522,0
4228,1066,1675,0
4229,458,1470,1
4230,1092,1583,0
4231,4,619,0
4233,1143,1510,0
4234,1185,1524,0
4235,1061,1581,0
4236,1164,1662,0
4237,1176,1567,0
4239,192,690,0
4241,79,500,0
4242,52,647,0
4243,1118,1602,0
4244,1079,1598,0
4246,76,589,0
4248,438,1672,1
4249,98,627,0
4250,112,548,0
4251,348,1612,1
4252,300,1592,1
4253,1073,1656,0
4255,1163,1520,0
4256,180,530,0
4259,1142,1697,0
4261,1108,1593,0
4262,1185,1617,0
4263,380,1844,1
4264,1025,1517,0
4267,186,523,0
4268,776,1530,1
4271,1082,1663,0
4272,107,559,0
4273,482,1532,1
